id,label,category,hot_technology,in_demand,source,occurrences,occupations
teradata_fastexport,Teradata FastExport,Document management software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
teradata_fastload,Teradata FastLoad,Data mining software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
teradata_parallel_transporter,Teradata Parallel Transporter,Data mining software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
teradata_tpump,Teradata Tpump,Data mining software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
terraform,Terraform,Configuration management software,true,true,O*NET Technology Skills 30.2,9,Blockchain Engineers; Computer Network Architects; Computer Systems Engineers/Architects; Computer and Information Research Scientists; Database Administrators; Digital Forensics Analysts; Information Security Engineers; Penetration Testers; Software Developers
test_data_generator,Test data generator,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
test_design,Test design,Program testing software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
test_implementation,Test implementation,Program testing software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
testng,TestNG,Program testing software,false,true,O*NET Technology Skills 30.2,1,Software Quality Assurance Analysts and Testers
the_omni_group_omniplan,The Omni Group OmniPlan,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
thoughtworks_studio_mingle,ThoughtWorks Studio Mingle,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
threaded_code_compiler,Threaded code compiler,Compiler and decompiler software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
tibco_spotfire,TIBCO Spotfire,Business intelligence and data analysis software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
ticket_information_tracking,Ticket information tracking,Helpdesk or call center software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
tier_generator,Tier generator,Development environment software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
tigris_cabie,Tigris Cabie,Development environment software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
time_reporting,Time reporting,Time accounting software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
time_sharing_option_tso,Time sharing option TSO,Compiler and decompiler software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
tksoftware_rcm,TKSoftware RCM,Graphical user interface development software,false,false,O*NET Technology Skills 30.2,2,Computer and Information Systems Managers; Network and Computer Systems Administrators
toadsoft_toad,ToadSoft Toad,Development environment software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Engineers/Architects
tool_command_language_tcl,Tool command language Tcl,Development environment software,false,false,O*NET Technology Skills 30.2,1,Web Administrators
traceroute,Traceroute,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
traffic_shapers,Traffic shapers,Network operating system enhancement software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
transact_sql,Transact-SQL,Data base user interface and query software,true,true,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
transparent_interconnection_of_lots_of_links_trill,Transparent Interconnection of Lots of Links TRILL,Switch or router software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
travis,Travis,Program testing software,false,false,O*NET Technology Skills 30.2,2,Web Developers; Web and Digital Interface Designers
trend_micro_tippingpoint,Trend Micro TippingPoint,Network security and virtual private network VPN equipment software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
trimble_sketchup_pro,Trimble SketchUp Pro,Graphics or photo imaging software,true,false,O*NET Technology Skills 30.2,8,Computer Network Architects; Computer Systems Engineers/Architects; Computer User Support Specialists; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
twiki,Twiki,Content workflow software,false,false,O*NET Technology Skills 30.2,1,Software Quality Assurance Analysts and Testers
typescript,TypeScript,Object or component oriented development software,true,true,O*NET Technology Skills 30.2,6,Blockchain Engineers; Computer Systems Engineers/Architects; Software Developers; Video Game Designers; Web Developers; Web and Digital Interface Designers
ubuntu,Ubuntu,Operating system software,false,false,O*NET Technology Skills 30.2,19,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
unawave,Unawave,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
unified_modeling_language_uml,Unified modeling language UML,Requirements analysis and system architecture software,false,false,O*NET Technology Skills 30.2,17,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
